"","Sample.type","Info.1","Chloride Area","Chloride Concentration","Chloride DL","Chloride STD","Determination.start","Fluoride Area","Fluoride Concentration","Fluoride DL","Fluoride STD","Nitrate Area","Nitrate Concentration","Nitrate DL","Nitrate STD","Nitrite Area","Nitrite Concentration","Nitrite DL","Nitrite STD","Phosphate Area","Phosphate Concentration","Phosphate DL","Phosphate STD","Sulfate Area","Sulfate Concentration","Sulfate DL","Sulfate STD"
"2","Sample","S-GrFM_A",0.112,0.609,0.00285494531150504,
